bin_low,bin_high,count,avg_conf,accuracy,gap
0.0,0.06666666666666667,0,,,
0.06666666666666667,0.13333333333333333,0,,,
0.13333333333333333,0.2,0,,,
0.2,0.26666666666666666,0,,,
0.26666666666666666,0.3333333333333333,0,,,
0.3333333333333333,0.4,11,0.36811335613139046,0.36363636363636365,0.00447699249502681
0.4,0.4666666666666667,22,0.43411104486619895,0.8181818181818182,0.3840707733156193
0.4666666666666667,0.5333333333333333,100,0.5027002007489861,0.7,0.19729979925101382
0.5333333333333333,0.6,32,0.5599884690357384,0.84375,0.2837615309642616
0.6,0.6666666666666666,25,0.6277127209719071,0.76,0.1322872790280929
0.6666666666666666,0.7333333333333333,20,0.6947098651029735,0.65,0.04470986510297348
0.7333333333333333,0.8,20,0.7689404641483308,1.0,0.23105953585166916
0.8,0.8666666666666667,29,0.8360967816412995,0.7586206896551724,0.07747609198612715
0.8666666666666667,0.9333333333333333,28,0.9079793497515402,0.8571428571428571,0.05083649260868306
0.9333333333333333,1.0,274,0.9888513113602532,0.948905109489051,0.039946201871202125
