condition,level,n_units,accuracy,macro_f1,macro_auc,f1_Normal,f1_Cyst,f1_Tumor,f1_Stone,fold
v3c_focal_seed42,fold_0,113,0.8849557522123894,0.8531830238726791,0.9488382448689222,0.9,0.6896551724137931,0.9230769230769231,0.9,0
v3c_focal_seed42,fold_1,112,0.8125,0.7431526806526807,0.9383144777227173,0.8205128205128205,0.4166666666666667,0.8717948717948718,0.8636363636363636,1
v3c_focal_seed42,fold_2,113,0.831858407079646,0.7759379509379509,0.9537436575507396,0.7878787878787878,0.5714285714285714,0.9,0.8444444444444444,2
v3c_focal_seed42,fold_3,111,0.9009009009009009,0.8531802965088474,0.9607165713649707,0.8780487804878049,0.6666666666666666,0.9411764705882353,0.926829268292683,3
v3c_focal_seed42,fold_4,112,0.875,0.8638432487737354,0.9614084641411836,0.9473684210526315,0.6666666666666666,0.8867924528301887,0.9545454545454546,4
